subject,grade_or_band,code,statement
Math	1	1.MD.1	Order three objects by length; compare the lengths of two objects indirectly by using a third object.
Math	1	1.MD.2	Express the length of an object as a whole number of length units, by laying multiple copies of a shorter object (the length unit) end to end; understand that the length measurement of an object is the number of same-size length units that span it with no gaps or overlaps. Limit to contexts where the object being measured is spanned by a whole number of length units with no gaps or overlaps.
Math	1	1.MD.3	Tell and write time in hours and half-hours using analog and digital clocks.
Math	1	1.MD.4	Organize, represent, and interpret data with up to three categories; ask and answer questions about the total number of data points, how many in each category, and how many more or less are in one category than in another.
Math	1	1.NBT.1	Count to 120 (recognizing growth and repeating patterns), starting at any number less than 120. In this range, read and write numerals and represent a number of objects with a written numeral.
Math	1	1.NBT.2a	10 can be thought of as a grouping of ten ones—called a “ten.”
Math	1	1.NBT.2b	The numbers from 11 to 19 are composed of a ten and one, two, three, four, five, six, seven, eight, or nine ones.
Math	1	1.NBT.2c	The numbers 10, 20, 30, 40, 50, 60, 70, 80, 90 refer to one, two, three, four, five, six, seven, eight, or nine tens (and 0 ones).
Math	1	1.NBT.3	Compare two two-digit numbers based on meanings of the tens and ones digits, recording the results of comparisons with the relational symbols >, <, =, and ≠.
Math	1	1.NBT.4	Add within 100 using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used including
Math	1	1.NBT.5	Given a two-digit number, mentally find 10 more or 10 less than the number, without having to count; explain the reasoning used.
Math	1	1.NBT.6	Subtract multiples of 10 in the range 10 to 90 from multiples of 10 in the range 10 to 90 (positive or zero differences), using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used.
Math	1	1.OA.1	Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, (e.g. by using objects, drawings, and situation equations and/or solution equations with a symbol for the unknown number to represent the problem.)
