subject,grade_or_band,code,statement
Science	K	K-PS2-1	Plan and c onduct  an investigat ion to compare  the effects of different strengths or  different directions of pushes and pulls on the motion of an object.   [Clarification Statement:  Examples of pushes or pulls could include a string attached to an object being pulled, a person pushing an object, a person stopping a rolling ball, and two ob jects colliding and pushing on each other. ] [Assessment Boundary:  Assessment is limited to different relative strengths or different directions, but not both at the same time. Assessment does not include non -contact pushes or pulls such as those produced by magnets.]
Science	K	K-PS2-2	Analyze data  to determine if a design solution works  as intended  to change the speed or direction of an object with a push or a pull. *  [Clarification Statement:  Examples of  problems requiring a solution could include having a marble or other  object move a certain distance, follow  a particular path,  and knock down other objects. Examples of solutions could include tools such as a ramp to increase the speed of the  object  and a structure that would cause an object such as a marble or ball  to tur n.] [Assessment Boundary:  Assessment does not include friction as a mechanism for change in speed.] The performance expectations above were developed using the following elements from the NRC document  A Framework for K -12 Science Education : Science and  Engineering Practice s Planning and Carrying Out Investigations Planning and carrying out investigations to answer questions or test solutions to problems in K –2 builds on prior experiences and progresses to simple investigations, based on fair tests, which provide data to support explanations or design solutions. ▪With guidance, plan and conduct an investigation in collaboration with peers.  (K-PS2-1) Analyzing and Interpreting Data Analyzing data in K –2 builds on prior experiences and progresses to collecting, recor ding, and sharing observations. ▪Analyze data from tests of an object or tool to determine if it works as intended. ( K-PS2-2) ----------------------------------------------------- Connection s to Nature of Science Scientific Investigations Use a Variety of Methods ▪Scientists use  different ways to study the world.  (K-PS2-1)Disciplinary Core Ideas PS2.A:  Forces and Motion ▪Pushes and pulls can have different strengths and directions . (K- PS2-1),(K-PS2-2) ▪Pushing or pulling on an object can change the speed or direction of its motion and can start or stop it. ( K-PS2-1),(K-PS2-2) PS2.B:  Types of Interactions ▪When objects touch or collide, they push on one another and can change motion. ( K-PS2-1) PS3.C:  Relationship Between Energy and Forces ▪A bigger push or pull makes things speed up or slow down more quickly.  (secondary to K-PS2-1) ETS1.A:  Defining Engineering Problems ▪A situation that people want to change or create can be approached as a problem to be solved through engineering. Such problems may have many acceptable solutions. (secondary to K- PS2-2) Crosscutting Concepts Cause and Effect ▪Simple tests can be designed to gather evidence to support or refute student ideas about causes. (K-PS2- 1),(K-PS2-2) Connections to other DCIs in kindergarten :  K.ETS1.A  (K-PS2-2); K.ETS1.B  (K-PS2-2) Articulation of DCIs across grade -levels:   2.ETS1.B  (K-PS2-2); 3.PS2.A (K-PS2-1),(K-PS2-2); 3.PS2.B (K-PS2-1); 4.PS3.A (K-PS2-1); 4.ETS1.A  (K-PS2-2) Common Core State Standards Connections: ELA/Literacy – RI.K.1  With prompting and support, ask and answer questions about key details in a text. (K-PS2-2) W.K.7  Participate in shared research and writing projects (e.g., explore a number of books by a favorite author and express opinion s about them). (K-PS2-1) SL.K.3  Ask and answer questions in order to seek help, get information, or clarify something that i s not understood. (K-PS2-2) Mathematics – MP.2  Reason abstractly and quantitatively.  (K-PS2-1) K.MD. A.1 Describe measurable attributes of objects, such as length or weight. Describe several measurable attributes of a single objec t. (K-PS2-1) K.MD. A.2 Directly compare two objects with a measurable attribute in common, to see which object has “more of”/”less of” the attribute , and describe the difference. (K -PS2-1) September 2017 ©2013 Achieve, Inc. All rights reserved. 5 of 103 K-PS3  Energy *The performance expectations marked with an asterisk integrate traditional science content with engineering through a Practi ce or Disciplinary Core Idea. The section entitled “Disciplinary Core Ideas” is reproduced verbatim from A Framework for K -12 Science Education: Practices, Cross -Cutting Concepts, and Core Ideas.  Integrated and reprinted with permission from the National Academ y of Sciences.K-PS3     Energy Students who demonstrate understanding can:
Science	K	K-PS3-1	Make observations  to determine  the effect of sunlight on Earth’s surface.   [Clarification Statement:  Examples of Earth ’s surface could include sand, soil, rocks, and water ] [Assessment Boundary:   Assessment of temperature is limited to relative measures such as warmer/cooler.]
Science	K	K-PS3-2	Use tools and materials to d esign  and build  a structure that will reduce  the warming effect of sunlight on an area .* [Clarification Statement:  Examples of structures could include umbrellas, canopies, and tents that minimize the warming eff ect of the sun .] The performance expectations above were developed using the following elements from the NRC document  A Framework for K -12 Science Education : Science and Engineering Practice s Planning and Carrying Out Investigations Planning and carrying out investigations to answer questions or test solutions to problems in K –2 builds on prior experiences and progresses to simple investigations, based on fair tests, which provide data to support explanations or design solutions. ▪Make observations  (firsthand or from media) to collect data that  can be used to make comparisons. ( K-PS3-1) Constructing Explanations and Designing Solutions Constructing explanations and designing solutions in K –2 builds on prior experiences and progresses t o the use of evidence and ideas in constructing evidence -based account s of natural phenomena  and designing solutions. ▪Use tools and materials provided to design  and build  a device that solves a specific problem or a solution to a specific problem. ( K-PS3- 2) ------------------ ----------------------------------------------------- Connection s to Nature of Science Scientific Investigations Use a Variety of M ethods ▪Scientists use different ways to study the world.  (K-PS3-1)Disciplinary Core Ideas PS3.B :  Conservation of Energy and Energy Transfer ▪Sunlight warms Earth’s surface. ( K-PS3-1),(K-PS3-2)Crosscutting Concepts Cause and Effect ▪Events have causes that generate observable patterns. (K-PS3-1),(K-PS3-2) Connecti ons to other DCIs in k indergarten :  K.ETS1.A  (K-PS3-2); K.ETS1.B  (K-PS3-2) Articulation of DCIs across grade -levels:   1.PS4.B (K-PS3-1),(K-PS3-2); 2.ETS1.B  (K-PS3-2), 3.ESS2.D (K-PS3-1); 4.ETS1.A (K-PS3-2) Common Core State Standards Connections: ELA/Literacy – W.K.7  Participate in shared research and writing projects (e.g., explore a number of books by a favorite author and express opinion s about them). (K-PS3-1),(K-PS3-2) Mathematics – K.MD. A.2 Directly compare two objects with a measurable attribute in common, to se e which object has “more of”/”less of” the attribute, and describe the difference. (K -PS3-1),(K- PS3-2) September 2017 ©2013 Achieve, Inc. All rights reserved. 6 of 103 K-LS1  From Molecules to Organisms:   Structures and Processes *The performance expectations marked with an asterisk integrate traditional science content with engineering through a Practice or Disciplinar y Core Idea. The section entitled “Disciplinary Core Ideas” is reproduced verbatim from A Framework for K -12 Science Education: Pra ctices, Cross -Cutting Concepts, and Core Ideas.  Integrated and reprinted with permission from the National Academy of Sciences.K-LS1     From Molecules to Organisms:  Structures and Processes Students who demonstrate understanding can:
Science	K	K-LS1-1	Use observations to describe patterns of what plants and animals (including humans) need to survive.   [Clarification Statement:  Examples of patterns could include that animals need to take in food but plants do not; the different kinds of food needed by  different types of animals; the requirement of plants to have ligh t; and, that all living things need water.] The performance expectations above were developed using the following elements from the NRC document  A Framework for K -12 Science Education : Science and Engineering Practices Analyzing and Interpreting Data Analyzing data in K –2 builds on prior experiences and progresses to collecting, recording, and sharing observations. ▪Use observations (firsthand or from media) to describe patterns in the natural world in order to answer scientific questions. (K -LS1-1) --------------- ------------------------------------------- Connections to Nature of Science Scientific Knowledge is Based on Empirical Evidence ▪Scientists look for patterns and order when making observations about the world. (K -LS1-1)Disciplinary Core Ideas LS1.C:  Organization for Matter and Energy Flow in Organisms ▪All animals need food in order to live and grow. They obtain their food from plants or from other animals. Plants need water and light to live and grow. (K -LS1-1)Crosscutting Concepts Patterns ▪Patterns in the natural and human designed world can be observed and used as evidence. (K -LS1-1) Connections to other DCIs in kindergarten : N/A Articulation of DCIs across grade -levels:   1.LS1.A (K-LS1-1); 2.LS2.A  (K-LS1-1); 3.LS2.C (K-LS1-1); 3.LS4.B (K-LS1-1); 5.LS1.C  (K-LS1-1); 5.LS2.A  (K-LS1-1) Common Core State Standards Connections: ELA/Literacy – W.K.7  Participate in shared research and writing projects (e.g., explore a number of books by a favorite author and express opinion s about them). (K-LS1-1) Mathematics – K.MD.A.2 Directly compare two objects with a measurable attribute in common, to see which object has “more of”/”less of” the attribute , and describe the difference. (K-LS1-1) September 2017 ©2013 Achieve, Inc. All rights reserved. 7 of 103 K-ESS2  Earth’s Systems *The performance expectations marked with an asterisk integrate traditional science content with engineering through a Practi ce or Disciplinary Core Idea. The section entitled “Disciplinary Core Ideas” is reproduced verbatim from A Framework for K -12 Science Education: Practices, Cross -Cutting Concepts, and Core Ideas.  Integrated and reprinted with permission from the National Academy of Sciences.K-ESS2      Earth’ s Systems Students who demonstrate understanding can: K-ESS2 -1. Use and share observations of local weather conditions to describe patterns  over time .  [Clarification  Statemen t:  Examples of qualitative observations could include descriptions of the weather (such as sunny, cloudy, rainy, and warm); examples of quan titative observations could include numbers of sunny, windy, and rainy days in a month. Examples of patterns could include that it is usually cooler in the morning than in the afternoon and the number of sunny days versus cloudy days in different months. ] [Assessment Boundary :  Assessment of quantitative observations limited to whole numbers and relative measures such as warmer/cooler. ] K-ESS2 -2. Construct an argument supported by evidence for how plants and animals (including humans) can change the environment to meet their needs.   [Clarification Statement:  Examples of plants and animals changing their environment could include  a squirrel digs in the ground to hide its food and tree roots can break concrete. ] The performance expectations above were developed using the following elements from the NRC document  A Framework for K -12 Science Education : Science and Engineering Practice s Analyzing and Interpreting Data Analyzing data in K –2 builds on prior experiences and progresses to collecting, recording, and sharing observations. ▪Use observations (firsthand or from media) to describe  patterns  in the natural world  in order to  answer scientific questions. ( K-ESS2-1) Engaging in Argument from Evidence Engaging in argument from evidence in K –2 builds on prior experiences and progresses to comparing ideas and representations about the natural and designed world (s). ▪Construct an argument with evidence to support a claim . (K-ESS2-2) ------------------ --------------------------------------------------- Connection s to Nature of Science Science Knowledge is Based on Empirical E vidence ▪Scientists look for patterns and order when making observa tions about the world. ( K-ESS2-1)Disciplinary Core Ideas ESS2.D :  Weather and Climate ▪Weather is the combination of sunlight, wind, snow or rain, and temperature in a particular region at a particular time. People measure these conditions to describe and record the weather and to notice patterns over time. ( K-ESS2-1) ESS2.E:  Biogeology ▪Plants and animals can change their environment . (K- ESS2-2) ESS3.C :  Human Impacts on Earth Systems ▪Things that people do to live comfortably can  affect the world around them. But they can make choices that reduce their impacts on the land, water, air, and other living things . (secondary to K-ESS2-2) Crosscutting Concepts Patterns ▪Patterns in the natural world can be observed, used to describe phenomena, and used as evidence. ( K-ESS2-1) Systems and System Models ▪Systems in the natural and designed world have parts that work together. (K-ESS2-2) Connections to other DCIs in kindergarten :  N/A Articulation of DCIs across grade -levels:   2.ESS2.A  (K-ESS2-1); 3.ESS2.D (K-ESS2-1); 4.ESS2.A (K-ESS2-1); 4.ESS2.E (K-ESS2-2); 5.ESS 2.A (K-ESS2-2) Common Core State Standards Connections: ELA/Literacy – RI.K.1  With prompting and support, ask and answer questions about key details in a text. (K-ESS2-2) W.K.1  Use a combination of drawing, dictating, and writing to compose opinion pieces in which they tell a reader the topic or the n ame of the book they are writing about and state an opinion or preference about the topic or book. (K-ESS2-2) W.K.2  Use a combinati on of drawing, dictating, and writing to compose informative/explanatory texts in which they name what they are writing about  and supply some information about the topic. (K-ESS2-2) W.K.7  Participate in shared research and writing projects (e.g., explore a  number of books by a favorite author and express opinions about them). ( K-ESS2-1) Mathematics – MP.2  Reason abstractly and quantitatively.  (K-ESS2-1) MP.4  Model with mathematics.  (K-ESS2-1) K.CC.A Know number names and the count sequence. (K -ESS2-1) K.MD .A.1 Describe measurable attributes of objects, such as length or weight. Describe several measurable attributes of a single objec t. (K-ESS2-1) K.MD. B.3 Classify objects into given categories; count the number of objects in each category and sort the categories by count. (K -ESS2-1) September 2017 ©2013 Achieve, Inc. All rights reserved. 8 of 103 K-ESS3   Earth and Human A ctivity *The performance expectations marked with an asterisk integrate traditional science content with engineering through a Practice or Disciplinary Core Idea. The section entitled “Disciplinary Core Ideas” is reproduced verbatim from A Framework for K -12 Science Education: Practices, Cross -Cutting Concepts, and Core Ideas.  Integrated and reprinted with permission fr om the National Academy of Sciences.K-ESS3      Earth and Human Activity Students who demonstrate understanding can: K-ESS3 -1. Use a model to represent the relationship between the needs of different plants or animals (including humans) and the places they live.   [Clarification Statement:  Examples of relationships could include that deer eat buds and leaves, therefore, they usually liv e in forested areas; and, grasses need sunlight so they often grow in meadows. Plants, animals, and their surroundings make up a system.] K-ESS3 -2. Ask questions to obtain information about the purpose of weather forecasting to prepare for, an d respond to, severe weather.*  [Clarification Statement:  Emphasis is on local forms of severe weather.] K-ESS3 -3. Communicate solutions  that will reduce the impact of humans on the land, water, air, and /or other living things in the local environment .*  [Clarification S tatement:  Examples of human impact on the land could include cutting trees to produce paper and using resources to produce bottles. Examples of solutions could include reusing paper and recycling cans and bottles.] The performance expectations above were developed  using the following elements from the NRC document  A Framework for K -12 Science Education : Science and Engineering Practices Asking Questions and Defining Problems Asking questions and defining problems in grades K –2 builds on prior experiences and progresses to simple descriptive questions that can be tested. ▪Ask questions based on observations to find more information about the designed world. (K -ESS3-2) Developing and Using M odels Modeling in K –2 builds on prior experiences and progresses to include using and developing models (i.e., diagram, drawing, physical replica, diorama, dramatization,  storyboard ) that represent concrete events or design solutions. ▪Use a model t o represent re lationships in the natural world. ( K-ESS3-1) Obtaining, Evaluating , and Communicating Information Obtaining, evaluating, and communicating information in K –2 builds on prior experiences and uses observations  and texts to communicate new information. ▪Read grade -appropriate texts and/or use media to obtain scientific information to describe patterns in the natural world. (K -ESS3-2) ▪Communicate  solutions  with others in  oral and /or written forms using models  and/or drawings  that provide detail about scientific  ideas.  (K-ESS3-3)Disciplinary Core Ideas ESS3.A :  Natural Resources ▪Living things need water, air, and resources from the land, and they live in places that have the things they need. Humans use natural resources for everything they do . (K-ESS3-1) ESS3.B :  Natural Hazards ▪Some kinds of severe weather are more likely than others in a given region. Weather scientists forecast severe weather so that the communities can prepare for and respond to these events. (K-ESS3-2) ESS3.C :  Human Impacts on Earth Systems ▪Things that people do to live comfortably can affect the world around them. But they can make choices that reduce their impacts on the land, water, air, and other living things . (K-ESS3- 3) ETS1.A:  Defining and Delimiting an  Engineering Problem ▪Asking questions, making observations, and gathering information are helpful in thinking about problems. (secondary to K-ESS3-2) ETS1.B:  Developing Possible Solutions ▪Designs can be conveyed through sketches, drawings, or physical models. These representations are useful in communicating ideas for a probl em’s solutions to other people. (secondary to K-ESS3-3) Crosscutting Concepts Cause and Effect ▪Events  have causes that generate observable patterns. (K-ESS3-2),(K- ESS3-3) Systems and System Models ▪Systems in the natural and designed world have parts that work together. (K-ESS3-1) ---------------------------------------- Connections  to Engineering, Technology, and Applications of Science Interdependence of Science, Engineering, and Technology ▪People encounter questions about the natural world every day.  (K-ESS3-2) Influence of  Engineering , Technology , and Science  on Society and the Natural World ▪People depend on various technologies in their lives; human life would be very different without technology. (K -ESS3- 2) Connect ions to other DCIs in kindergarten :  K.ETS1.A  (K-ESS3-2),(K-ESS3-3) Articulation of DCIs across grade -levels:   1.LS1.A (K-ESS3-1); 2.ESS1.C  (K-ESS3-2); 2.ETS1.B  (K-ESS3-3); 3.ESS3.B  (K-ESS3-2); 4.ESS3.A (K-ESS3-3); 4.ESS3.B (K-ESS3-2); 5.LS2.A  (K-ESS3-1); 5.ESS 2.A (K-ESS3-1); 5.ESS3.C  (K-ESS3-3) Common Core State Standards Connections: ELA/Literacy – RI.K.1  With prompting and support, ask and answer questions about key details in a text. (K-ESS3-2) W.K.2  Use a combination of drawing, dictating, and writing to compose informative/explanatory texts in which they name what they ar e writing about and supply some information about the topic. (K-ESS3-3) SL.K.3  Ask and answer questions in order to seek help , get information, or clarify something that is not understood. (K -ESS3-2) SL.K.5  Add drawings or other visual displays to descriptions as desired to provide additional detail. (K-ESS3-1) Mathematics – MP.2  Reason abstractly and quantitatively.  (K-ESS3-1) MP.4  Model with mathematics.  (K-ESS3-1),(K-ESS3-2) K.CC Counting and Cardinality (K-ESS3-1),(K-ESS3-2) September 2017 ©2013 Achieve, Inc. All rights reserved. 9 of 103 First Grade The performance expectations in first  grade  help students formulate answers to questions such as: “What happens when materials vibrate?  What happens when there is no light?  What are some ways plants and animals meet their needs so that they can survive and grow?  How are parents and their children similar and different?  What objects are in the sky and how do they seem to move?” First grade performance expectations include PS4 , LS1, LS3, and ESS1 Disciplinary Core Ideas from the NRC Framework . Students are expected to develop understanding of the relationship between sound and vibrating materials as well as between the availability of light and ability to see objects. The idea that light travels from place to place can be understood by students at this level through determining the effect of placing objects made with different materials in the path of a beam of light.  Students are also expected to develop understanding of how pl ants and animals use their external parts to help them survive, grow, and meet their needs as well as how behaviors of parents and offspring help the offspring survive.  The understanding  is developed that young plants and animals are lik e, but not exactly the same a s, their parents.  Students are able to observe, describe, and predict some patterns of the movement of objects in the sky. The crosscutting concepts of patterns; cause and effect; structure and function ; and influence of engineering, technology, and science on society and the natural world are called out as organizing concepts for these disc iplinary core ideas. In the first grade  performance expectations, students are expected to demonstrate grade -appropriate proficiency in planning and carrying o ut investigations, analyzing and interpreting data, constructing explanations and designing solutions, and obtaining , evaluating , and communicating information . Students are expected  to use these practices to demonstrate understanding of the core ideas. September 2017 ©2013 Achieve, Inc. All rights reserved. 10 of 103 1-PS4  Waves and their Applications in Technologies for Information Transfer *The performance expectati ons marked with an asterisk integrate traditional science content with engineering through a Practice or Disciplinary Core Id ea. The section entitled “Disciplinary Core Ideas” is reproduced verbatim from A Framework for K -12 Science Education: Practices,  Cross -Cutting Concepts, and Core Ideas.  Integrated and reprinted with permission from the National Academy of Sciences.  1-PS4     Waves and their Applications in Technologies for Information T ransfer Students who demonstrate understanding can:
Science	1	1-PS4-1	Plan and conduct  investigation s to provide evidence that vibrating mat erial s can make  sound and that sound can make  material s vibrate.   [Clarification Statement:  Examples of vibrating materials that make sound could include tuning forks and plucking a stretched string. Examples of how sound can make matter vibrate could include holding a piece of paper near a speaker making sound and holding an object near a  vibrating tuning fork.]
Science	1	1-PS4-2	Make  observations to construct an  evidence -based  account that objects can be seen only when  illuminated . [Clarification Statement:  Examples of observations could include those made in a completely dark room, a pinhole box, and a video of a cave explorer with a flashlight. Illumination could be from an external light source or by an object giving off its own light.]
Science	1	1-PS4-3	Plan and c onduct  an investigation  to determine  the effect of placing object s made with different materials  in the path of a beam of light.   [Clarification Statement:   Examples of materials could include those that are transparent (such as clear plastic), translucent (such as wax paper), opaque (such as cardboard), and reflective (such as a mirror).] [Assessment Boundary:  Assessment does not include the speed of light. ]
Science	1	1-PS4-4	Use tools and materials to d esign and build a device that uses light or sound to  solve the problem of communicating  over a distance. *  [Clarification Statement:  Examples of devices  could include a light source to send signals, paper cup and string “telephones,” and a pattern of  drum beats.] [Assessment Boundary:  Assessment does not include t echnological details for how communication devices work.] The performance expectations above were developed using the following elements from the NRC document  A Framework for K -12 Science Education : Science and Engineering Practice s Planning and Carrying Out Investigations Planning and carrying out investigations to answer questions or test solutions to problems in K –2 builds on prior experiences and progresses to simple investigations, based on fair tests, which provide data to support explanations or design solutions. ▪Plan and conduct investigations collaboratively to produce data to serve as the basis for  evidence to answer a question.  (1-PS4-1),(1-PS4-3) Constructing Explanations and Designing Solutions Constructing explanations and designing solutions in K –2 builds on prior experiences and progresses to the use of evidence and ideas in constructing evidence -based accounts of natural phenomena and designing solutions. ▪Make observations (firsthand or from media) to construct an evidence -based account for natural phenomena . (1- PS4-2) ▪Use tools and materials provided to design a device  that solves a specific problem. ( 1-PS4-4) ---------------------------- ------- --------------------- Connection s to Nature of Science Scientific Investigations Use a Variety of Methods ▪Science investigations begin with a question. ( 1-PS4-1) ▪Scientists use  different ways to study the world. ( 1-PS4-1)Disciplinary Core Ideas PS4.A :  Wave Properties ▪Sound can make matter vibrate , and vibrati ng matter  can make sound. (1-PS4-1) PS4.B:  Electromagnetic Radiation ▪Objects can be seen if light is available to illuminate them or if they  give off their own light. (1-PS4-2) ▪Some materials allow light to pass through them, others allow only some light through and others block all the light and create a dark shadow on any surface beyond them, where the light can not reach . Mirrors  can be used to redirect a light beam . (Boundary: The idea that light travels from place to place is developed through experiences with light sources, mirrors, and shadows, but no attempt is made to discuss the speed of light.)  (1- PS4-3) PS4.C:  Information Technologies and Instrumentation ▪People also use a variety of devices to communicate (send and receive information) over long distances.  (1- PS4-4)Crosscutting Concepts Cause and Effect ▪Simple tests can be designed to gather evidence to support or refute student ideas about causes. (1-PS4-1),(1-PS4-2),(1-PS4-3) ------------------------------- -------------------- Connection s to Engineering, Technology, and Applications of Science Influence of Engineering , Technology , and Science, on Society and the Natural World ▪People depend on various technologies in their lives; human life would be very different without technology. ( 1-PS4-4) Connections to other DCIs in first grade:  N/A Articulation of DCIs across grade -levels:  K.ETS1.A (1-PS4-4); 2.PS1.A  (1-PS4-3); 2.ETS1.B  (1-PS4-4); 4.PS4.C  (1-PS4-4); 4.PS4.B  (1-PS4-2); 4.ETS1.A  (1-PS4-4) Common Core State Standards Connections: ELA/Literacy – W.1.2 Write informative/explanatory texts in which they name a topic, supply some facts about the topic, and provide some sense of closure. (1-PS4-2) W.1.7 Participate in shared research and writing projects (e.g., explore a number of “how -to” books on a given topic and use them to write a sequence of instructions). (1-PS4- 1),(1-PS4-2),(1-PS4-3),(1-PS4-4) W.1.8 With guidance and support from adults, recall information from experiences or gather information from provided sources to ans wer a question. (1-PS4-1),(1-PS4-2),(1- PS4-3) SL.1.1  Participate in collaborative conversations with diverse partners about grade 1  topics and texts with peers and adults in small and larger groups. (1-PS4-1),(1-PS4-2),(1- PS4-3) Mathematics – MP.5  Use appropriate tools strategically.  (1-PS4-4) 1.MD .A.1 Order three objects by length; compare the lengths of two objects indirectly by using a third object. (1-PS4-4) 1.MD. A.2 Express the length of an object as a whole number of length units, by layering multiple copies of a shorter object (the lengt h unit) en d to end; understand that the length measurement of an object is the number of same -size length units that span it with no gaps or overlaps. (1-PS4-4) September 2017 ©2013 Achieve, Inc. All rights reserved. 11 of 103 1-LS1  From Molecules to Organisms:  Structures and Processes *The performance expectations marked with an asterisk integrate traditional science content with engineering through a Practi ce or Disciplinary Core Idea. The section entitled “Disciplinary Core Ideas”  is reproduced verbatim from A Framework for K -12 Science Education: Practices,  Cross -Cutting Concepts, and Core Ideas.  Integrated and reprinted with permission from the National Academy of Sciences.  1-LS1     From Molecules to O rganisms: Structures and Processes Students who demonstrate understanding can:
Science	1	1-LS1-1	Use materials to design  a solution to  a human  problem by mimicking  how plants and/or animals use their external parts to help them survive, grow, and meet their needs. *  [Clarification Statement:  Examples of human problems  that can be solved by mimicking plant or animal solutions  could include designing clothing or equipment to protect  bicyclists  by mimicking turtle shells,  acorn shells , and animal scales; stabilizing structures  by mimicking animal tails and  roots on plants ; keeping out intruders by mimicking thorns on branches  and animal quills ; and, detecting intruders by mimicking eyes and ears.]
